id,regulated_entity_name,regulated_entity_rn_number,tracking_number,type_of_air_emissions_event,began_date,ended_date,duration
18529,KEYSTONE GAS PLANT,RN100238633,169931,EMISSIONS EVENT,2012-06-19 01:50:00+00:00,2012-06-19 11:05:00+00:00,9.25
18629,KEYSTONE GAS PLANT,RN100238633,170009,EMISSIONS EVENT,2012-06-20 07:30:00+00:00,2012-06-20 15:12:00+00:00,7.7
18666,KEYSTONE GAS PLANT,RN100238633,170031,EMISSIONS EVENT,2012-06-20 17:35:00+00:00,2012-06-20 19:45:00+00:00,2.16666666666667
18844,KEYSTONE GAS PLANT,RN100238633,170174,EMISSIONS EVENT,2012-06-24 05:30:00+00:00,2012-06-24 18:50:00+00:00,13.3333333333333
19076,KEYSTONE GAS PLANT,RN100238633,170352,EMISSIONS EVENT,2012-06-26 15:50:00+00:00,2012-06-28 21:30:00+00:00,53.6666666666667
19430,KEYSTONE GAS PLANT,RN100238633,170616,EMISSIONS EVENT,2012-07-02 06:30:00+00:00,2012-07-03 12:30:00+00:00,30.0
19446,KEYSTONE GAS PLANT,RN100238633,170646,EMISSIONS EVENT,2012-07-03 13:06:00+00:00,2012-07-03 19:37:00+00:00,6.51666666666667
19648,KEYSTONE GAS PLANT,RN100238633,171031,EMISSIONS EVENT,2012-07-15 04:00:00+00:00,2012-07-15 07:20:00+00:00,3.33333333333333
19706,KEYSTONE GAS PLANT,RN100238633,171135,EMISSIONS EVENT,2012-07-17 14:20:00+00:00,2012-07-17 21:30:00+00:00,7.16666666666667
19802,KEYSTONE GAS PLANT,RN100238633,171280,EMISSIONS EVENT,2012-07-19 19:30:00+00:00,2012-07-20 00:40:00+00:00,5.16666666666667
19831,KEYSTONE GAS PLANT,RN100238633,171323,EMISSIONS EVENT,2012-07-20 16:30:00+00:00,2012-07-20 21:35:00+00:00,5.08333333333333
19842,KEYSTONE GAS PLANT,RN100238633,171335,EMISSIONS EVENT,2012-07-21 17:27:00+00:00,2012-07-22 03:55:00+00:00,10.4666666666667
19961,KEYSTONE GAS PLANT,RN100238633,171535,EMISSIONS EVENT,2012-07-26 00:30:00+00:00,2012-07-26 07:00:00+00:00,6.5
20208,KEYSTONE GAS PLANT,RN100238633,172069,EMISSIONS EVENT,2012-07-26 22:50:00+00:00,2012-07-27 22:50:00+00:00,24.0
20207,KEYSTONE GAS PLANT,RN100238633,172067,EMISSIONS EVENT,2012-07-28 17:53:00+00:00,2012-07-28 22:56:00+00:00,5.05
19991,KEYSTONE GAS PLANT,RN100238633,171590,EMISSIONS EVENT,2012-07-29 15:10:00+00:00,2012-07-30 03:22:00+00:00,12.2
20051,KEYSTONE GAS PLANT,RN100238633,171711,EMISSIONS EVENT,2012-07-31 08:10:00+00:00,2012-07-31 12:22:00+00:00,4.2
20125,KEYSTONE GAS PLANT,RN100238633,171911,EMISSIONS EVENT,2012-08-04 15:30:00+00:00,2012-08-05 00:38:00+00:00,9.13333333333333
20164,KEYSTONE GAS PLANT,RN100238633,171973,EMISSIONS EVENT,2012-08-06 10:15:00+00:00,2012-08-06 10:45:00+00:00,0.5
20177,KEYSTONE GAS PLANT,RN100238633,171993,EMISSIONS EVENT,2012-08-06 16:00:00+00:00,2012-08-07 03:15:00+00:00,11.25
20178,KEYSTONE GAS PLANT,RN100238633,171995,EMISSIONS EVENT,2012-08-06 16:55:00+00:00,2012-08-06 21:55:00+00:00,5.0
20244,KEYSTONE GAS PLANT,RN100238633,172142,EMISSIONS EVENT,2012-08-09 19:40:00+00:00,2012-08-10 04:15:00+00:00,8.58333333333333
20463,KEYSTONE GAS PLANT,RN100238633,172499,EMISSIONS EVENT,2012-08-17 22:24:00+00:00,2012-08-17 23:15:00+00:00,0.85
20421,KEYSTONE GAS PLANT,RN100238633,172440,EMISSIONS EVENT,2012-08-19 04:15:00+00:00,2012-08-19 06:45:00+00:00,2.5
20451,KEYSTONE GAS PLANT,RN100238633,172477,EMISSIONS EVENT,2012-08-20 12:00:00+00:00,2012-08-20 14:54:00+00:00,2.9
20503,KEYSTONE GAS PLANT,RN100238633,172566,EMISSIONS EVENT,2012-08-21 20:45:00+00:00,2012-08-22 02:05:00+00:00,5.33333333333333
20519,KEYSTONE GAS PLANT,RN100238633,172604,EMISSIONS EVENT,2012-08-22 18:45:00+00:00,2012-08-23 11:45:00+00:00,17.0
20554,KEYSTONE GAS PLANT,RN100238633,172668,EMISSIONS EVENT,2012-08-23 20:15:00+00:00,2012-08-24 02:45:00+00:00,6.5
20587,KEYSTONE GAS PLANT,RN100238633,172715,EMISSIONS EVENT,2012-08-24 12:30:00+00:00,2012-08-25 03:30:00+00:00,15.0
20590,KEYSTONE GAS PLANT,RN100238633,172718,EMISSIONS EVENT,2012-08-25 15:05:00+00:00,2012-08-25 21:37:00+00:00,6.53333333333333
20606,KEYSTONE GAS PLANT,RN100238633,172743,EMISSIONS EVENT,2012-08-26 23:00:00+00:00,2012-08-30 09:00:00+00:00,82.0
20829,KEYSTONE GAS PLANT,RN100238633,173130,EMISSIONS EVENT,2012-09-04 20:23:00+00:00,2012-09-05 13:05:00+00:00,16.7
20867,KEYSTONE GAS PLANT,RN100238633,173199,EMISSIONS EVENT,2012-09-06 08:50:00+00:00,2012-09-11 00:50:00+00:00,112.0
20845,KEYSTONE GAS PLANT,RN100238633,173165,EMISSIONS EVENT,2012-09-06 16:00:00+00:00,2012-09-07 01:00:00+00:00,9.0
20880,KEYSTONE GAS PLANT,RN100238633,173217,EMISSIONS EVENT,2012-09-07 05:55:00+00:00,2012-09-07 08:25:00+00:00,2.5
21078,KEYSTONE GAS PLANT,RN100238633,173546,EMISSIONS EVENT,2012-09-15 15:11:00+00:00,2012-09-15 21:07:00+00:00,5.93333333333333
21112,KEYSTONE GAS PLANT,RN100238633,173605,EMISSIONS EVENT,2012-09-18 00:00:00+00:00,2012-09-18 04:20:00+00:00,4.33333333333333
21233,KEYSTONE GAS PLANT,RN100238633,173801,EMISSIONS EVENT,2012-09-22 00:00:00+00:00,2012-09-22 15:30:00+00:00,15.5
21244,KEYSTONE GAS PLANT,RN100238633,173812,EMISSIONS EVENT,2012-09-23 08:15:00+00:00,2012-09-23 11:30:00+00:00,3.25
21347,KEYSTONE GAS PLANT,RN100238633,173981,EMISSIONS EVENT,2012-09-25 17:10:00+00:00,2012-09-25 23:17:00+00:00,6.11666666666667
21348,KEYSTONE GAS PLANT,RN100238633,173982,EMISSIONS EVENT,2012-09-26 04:00:00+00:00,2012-09-26 08:25:00+00:00,4.41666666666667
21410,KEYSTONE GAS PLANT,RN100238633,174061,EMISSIONS EVENT,2012-09-26 16:15:00+00:00,2012-09-27 01:35:00+00:00,9.33333333333333
21491,KEYSTONE GAS PLANT,RN100238633,174184,EMISSIONS EVENT,2012-09-29 08:30:00+00:00,2012-09-30 08:30:00+00:00,24.0
21505,KEYSTONE GAS PLANT,RN100238633,174198,EMISSIONS EVENT,2012-09-30 12:00:00+00:00,2012-10-01 19:10:00+00:00,31.1666666666667
21516,KEYSTONE GAS PLANT,RN100238633,174220,EMISSIONS EVENT,2012-10-01 10:30:00+00:00,2012-10-11 18:30:00+00:00,248.0
21580,KEYSTONE GAS PLANT,RN100238633,174351,EMISSIONS EVENT,2012-10-03 07:15:00+00:00,2012-10-04 04:00:00+00:00,20.75
21660,KEYSTONE GAS PLANT,RN100238633,174470,EMISSIONS EVENT,2012-10-06 08:02:00+00:00,2012-10-06 19:31:00+00:00,11.4833333333333
21675,KEYSTONE GAS PLANT,RN100238633,174485,EMISSIONS EVENT,2012-10-06 23:50:00+00:00,2012-10-07 02:52:00+00:00,3.03333333333333
21732,KEYSTONE GAS PLANT,RN100238633,174590,EMISSIONS EVENT,2012-10-09 14:00:00+00:00,2012-10-10 01:30:00+00:00,11.5
21811,KEYSTONE GAS PLANT,RN100238633,174752,EMISSIONS EVENT,2012-10-12 23:30:00+00:00,2012-10-13 05:30:00+00:00,6.0
21844,KEYSTONE GAS PLANT,RN100238633,174788,EMISSIONS EVENT,2012-10-14 19:36:00+00:00,2012-10-15 01:16:00+00:00,5.66666666666667
21925,KEYSTONE GAS PLANT,RN100238633,174930,EMISSIONS EVENT,2012-10-17 01:52:00+00:00,2012-10-17 10:52:00+00:00,9.0
21969,KEYSTONE GAS PLANT,RN100238633,174991,EMISSIONS EVENT,2012-10-18 14:30:00+00:00,2012-10-19 20:20:00+00:00,29.8333333333333
22038,KEYSTONE GAS PLANT,RN100238633,175107,EMISSIONS EVENT,2012-10-22 11:00:00+00:00,2012-10-23 16:10:00+00:00,29.1666666666667
22166,KEYSTONE GAS PLANT,RN100238633,175301,EMISSIONS EVENT,2012-10-25 15:00:00+00:00,2012-10-26 16:40:00+00:00,25.6666666666667
22357,KEYSTONE GAS PLANT,RN100238633,175627,EMISSIONS EVENT,2012-11-02 12:00:00+00:00,2012-11-03 00:00:00+00:00,12.0
22367,KEYSTONE GAS PLANT,RN100238633,175638,EMISSIONS EVENT,2012-11-04 16:30:00+00:00,2012-11-05 11:30:00+00:00,19.0
22416,KEYSTONE GAS PLANT,RN100238633,175751,EMISSIONS EVENT,2012-11-06 13:30:00+00:00,2012-11-06 21:15:00+00:00,7.75
22499,KEYSTONE GAS PLANT,RN100238633,175908,EMISSIONS EVENT,2012-11-09 21:15:00+00:00,2012-11-10 04:15:00+00:00,7.0
22504,KEYSTONE GAS PLANT,RN100238633,175913,EMISSIONS EVENT,2012-11-11 13:20:00+00:00,2012-11-12 17:20:00+00:00,28.0
22576,KEYSTONE GAS PLANT,RN100238633,176058,EMISSIONS EVENT,2012-11-15 01:15:00+00:00,2012-11-15 04:00:00+00:00,2.75
22721,KEYSTONE GAS PLANT,RN100238633,176312,EMISSIONS EVENT,2012-11-24 14:00:00+00:00,2012-11-24 22:00:00+00:00,8.0
22731,KEYSTONE GAS PLANT,RN100238633,176338,EMISSIONS EVENT,2012-11-25 20:00:00+00:00,2012-11-26 03:30:00+00:00,7.5
22831,KEYSTONE GAS PLANT,RN100238633,176524,EMISSIONS EVENT,2012-11-29 01:00:00+00:00,2012-11-29 08:45:00+00:00,7.75
22848,KEYSTONE GAS PLANT,RN100238633,176565,EMISSIONS EVENT,2012-11-29 16:55:00+00:00,2012-11-30 02:20:00+00:00,9.41666666666667
22908,KEYSTONE GAS PLANT,RN100238633,176665,EMISSIONS EVENT,2012-12-03 15:30:00+00:00,2012-12-03 23:52:00+00:00,8.36666666666667
22946,KEYSTONE GAS PLANT,RN100238633,176761,EMISSIONS EVENT,2012-12-05 16:33:00+00:00,2012-12-05 23:45:00+00:00,7.2
23083,KEYSTONE GAS PLANT,RN100238633,176933,EMISSIONS EVENT,2012-12-08 17:15:00+00:00,2012-12-09 00:15:00+00:00,7.0
23140,KEYSTONE GAS PLANT,RN100238633,177021,EMISSIONS EVENT,2012-12-10 15:05:00+00:00,2012-12-10 20:42:00+00:00,5.61666666666667
23200,KEYSTONE GAS PLANT,RN100238633,177123,EMISSIONS EVENT,2012-12-12 20:00:00+00:00,2012-12-13 02:00:00+00:00,6.0
23217,KEYSTONE GAS PLANT,RN100238633,177157,EMISSIONS EVENT,2012-12-13 16:30:00+00:00,2012-12-13 23:53:00+00:00,7.38333333333333
23244,KEYSTONE GAS PLANT,RN100238633,177193,EMISSIONS EVENT,2012-12-16 14:15:00+00:00,2012-12-16 21:20:00+00:00,7.08333333333333
23317,KEYSTONE GAS PLANT,RN100238633,177345,EMISSIONS EVENT,2012-12-19 17:00:00+00:00,2012-12-20 19:15:00+00:00,26.25
96,KEYSTONE GAS PLANT,RN100238633,177520,EMISSIONS EVENT,2012-12-26 17:30:00+00:00,2012-12-27 17:30:00+00:00,24.0
41,KEYSTONE GAS PLANT,RN100238633,177482,EMISSIONS EVENT,2012-12-26 20:19:00+00:00,2012-12-27 04:23:00+00:00,8.06666666666667
114,KEYSTONE GAS PLANT,RN100238633,177530,EMISSIONS EVENT,2012-12-28 18:38:00+00:00,2012-12-29 00:23:00+00:00,5.75
126,KEYSTONE GAS PLANT,RN100238633,177536,EMISSIONS EVENT,2012-12-29 19:48:00+00:00,2012-12-30 03:10:00+00:00,7.36666666666667
155,KEYSTONE GAS PLANT,RN100238633,177556,EMISSIONS EVENT,2012-12-31 09:30:00+00:00,2012-12-31 19:05:00+00:00,9.58333333333333
276,KEYSTONE GAS PLANT,RN100238633,177659,EMISSIONS EVENT,2013-01-03 15:15:00+00:00,2013-01-13 21:00:00+00:00,245.75
346,KEYSTONE GAS PLANT,RN100238633,177734,EMISSIONS EVENT,2013-01-06 17:35:00+00:00,2013-01-07 08:35:00+00:00,15.0
436,KEYSTONE GAS PLANT,RN100238633,177833,EMISSIONS EVENT,2013-01-07 23:30:00+00:00,2013-01-09 00:00:00+00:00,24.5
589,KEYSTONE GAS PLANT,RN100238633,177970,EMISSIONS EVENT,2013-01-11 01:00:00+00:00,2013-01-11 23:55:00+00:00,22.9166666666667
1108,KEYSTONE GAS PLANT,RN100238633,178393,EMISSIONS EVENT,2013-01-23 17:15:00+00:00,2013-01-23 17:50:00+00:00,0.583333333333333
1192,KEYSTONE GAS PLANT,RN100238633,178477,EMISSIONS EVENT,2013-01-24 16:30:00+00:00,2013-01-24 20:15:00+00:00,3.75
1775,KEYSTONE GAS PLANT,RN100238633,178974,EMISSIONS EVENT,2013-02-05 09:00:00+00:00,2013-02-05 19:30:00+00:00,10.5
2174,KEYSTONE GAS PLANT,RN100238633,179317,EMISSIONS EVENT,2013-02-13 15:30:00+00:00,2013-02-13 23:30:00+00:00,8.0
2230,KEYSTONE GAS PLANT,RN100238633,179376,EMISSIONS EVENT,2013-02-15 03:10:00+00:00,2013-02-15 03:40:00+00:00,0.5
2250,KEYSTONE GAS PLANT,RN100238633,179401,EMISSIONS EVENT,2013-02-15 15:30:00+00:00,2013-02-15 18:15:00+00:00,2.75
2396,KEYSTONE GAS PLANT,RN100238633,179585,EMISSIONS EVENT,2013-02-20 13:00:00+00:00,2013-02-21 13:00:00+00:00,24.0
2466,KEYSTONE GAS PLANT,RN100238633,179648,EMISSIONS EVENT,2013-02-22 23:50:00+00:00,2013-02-23 03:30:00+00:00,3.66666666666667
2736,KEYSTONE GAS PLANT,RN100238633,179863,EMISSIONS EVENT,2013-02-27 16:30:00+00:00,2013-02-27 20:48:00+00:00,4.3
2827,KEYSTONE GAS PLANT,RN100238633,179952,EMISSIONS EVENT,2013-03-03 19:45:00+00:00,2013-03-04 02:58:00+00:00,7.21666666666667
3005,KEYSTONE GAS PLANT,RN100238633,180134,EMISSIONS EVENT,2013-03-07 15:52:00+00:00,2013-03-07 19:20:00+00:00,3.46666666666667
3092,KEYSTONE GAS PLANT,RN100238633,180213,EMISSIONS EVENT,2013-03-10 15:50:00+00:00,2013-03-11 16:15:00+00:00,24.4166666666667
3287,KEYSTONE GAS PLANT,RN100238633,180369,EMISSIONS EVENT,2013-03-13 01:20:00+00:00,2013-03-13 02:08:00+00:00,0.8
4481,KEYSTONE GAS PLANT,RN100238633,180777,EMISSIONS EVENT,2013-03-22 22:40:00+00:00,2013-03-23 05:02:00+00:00,6.36666666666667
4485,KEYSTONE GAS PLANT,RN100238633,180781,EMISSIONS EVENT,2013-03-24 08:07:00+00:00,2013-03-24 08:30:00+00:00,0.383333333333333
4606,KEYSTONE GAS PLANT,RN100238633,180987,EMISSIONS EVENT,2013-03-28 21:40:00+00:00,2013-03-29 03:40:00+00:00,6.0
4768,KEYSTONE GAS PLANT,RN100238633,181120,EMISSIONS EVENT,2013-04-01 15:53:00+00:00,2013-04-02 00:20:00+00:00,8.45
4921,KEYSTONE GAS PLANT,RN100238633,181273,EMISSIONS EVENT,2013-04-04 14:17:00+00:00,2013-04-04 18:52:00+00:00,4.58333333333333
5058,KEYSTONE GAS PLANT,RN100238633,181405,EMISSIONS EVENT,2013-04-09 02:54:00+00:00,2013-04-09 06:32:00+00:00,3.63333333333333
5176,KEYSTONE GAS PLANT,RN100238633,181522,EMISSIONS EVENT,2013-04-12 01:45:00+00:00,2013-04-12 02:00:00+00:00,0.25
5378,KEYSTONE GAS PLANT,RN100238633,181688,EMISSIONS EVENT,2013-04-15 15:45:00+00:00,2013-04-15 22:10:00+00:00,6.41666666666667
5541,KEYSTONE GAS PLANT,RN100238633,181825,EMISSIONS EVENT,2013-04-17 15:28:00+00:00,2013-04-17 22:51:00+00:00,7.38333333333333
5955,KEYSTONE GAS PLANT,RN100238633,182163,EMISSIONS EVENT,2013-04-27 08:30:00+00:00,2013-04-27 09:00:00+00:00,0.5
5673,KEYSTONE GAS PLANT,RN100238633,181934,MAINTENANCE,2013-04-29 06:00:00+00:00,2013-05-03 19:00:00+00:00,109.0
6022,KEYSTONE GAS PLANT,RN100238633,182234,EMISSIONS EVENT,2013-04-30 01:43:00+00:00,2013-04-30 05:39:00+00:00,3.93333333333333
6198,KEYSTONE GAS PLANT,RN100238633,182420,EMISSIONS EVENT,2013-05-03 19:00:00+00:00,2013-06-20 17:00:00+00:00,1150.0
6943,KEYSTONE GAS PLANT,RN100238633,183168,EMISSIONS EVENT,2013-05-22 19:50:00+00:00,2013-05-23 03:40:00+00:00,7.83333333333333
7031,KEYSTONE GAS PLANT,RN100238633,183239,EMISSIONS EVENT,2013-05-26 15:30:00+00:00,2013-05-27 01:05:00+00:00,9.58333333333333
7262,KEYSTONE GAS PLANT,RN100238633,183464,EMISSIONS EVENT,2013-05-31 23:00:00+00:00,2013-06-01 04:00:00+00:00,5.0
7377,KEYSTONE GAS PLANT,RN100238633,183577,EMISSIONS EVENT,2013-06-04 00:40:00+00:00,2013-06-04 04:58:00+00:00,4.3
7428,KEYSTONE GAS PLANT,RN100238633,183625,EMISSIONS EVENT,2013-06-04 20:15:00+00:00,2013-06-05 02:00:00+00:00,5.75
9602,KEYSTONE GAS PLANT,RN100238633,183647,EMISSIONS EVENT,2013-06-05 19:46:00+00:00,2013-06-06 04:15:00+00:00,8.48333333333333
10404,KEYSTONE GAS PLANT,RN100238633,184344,EMISSIONS EVENT,2013-06-18 14:16:00+00:00,2013-06-19 05:10:00+00:00,14.9
10529,KEYSTONE GAS PLANT,RN100238633,184525,EMISSIONS EVENT,2013-06-20 19:53:00+00:00,2013-06-21 05:05:00+00:00,9.2
10561,KEYSTONE GAS PLANT,RN100238633,184573,EMISSIONS EVENT,2013-06-22 17:15:00+00:00,2013-06-23 12:52:00+00:00,19.6166666666667
10630,KEYSTONE GAS PLANT,RN100238633,184698,EMISSIONS EVENT,2013-06-24 18:56:00+00:00,2013-06-24 22:50:00+00:00,3.9
10652,KEYSTONE GAS PLANT,RN100238633,184753,EMISSIONS EVENT,2013-06-25 20:50:00+00:00,2013-06-26 03:46:00+00:00,6.93333333333333
10654,KEYSTONE GAS PLANT,RN100238633,184757,EMISSIONS EVENT,2013-06-25 22:25:00+00:00,2013-06-26 02:00:00+00:00,3.58333333333333
10659,KEYSTONE GAS PLANT,RN100238633,184773,EMISSIONS EVENT,2013-06-26 19:10:00+00:00,2013-06-27 03:45:00+00:00,8.58333333333333
10726,KEYSTONE GAS PLANT,RN100238633,184882,EMISSIONS EVENT,2013-06-28 16:10:00+00:00,2013-06-29 04:15:00+00:00,12.0833333333333
10739,KEYSTONE GAS PLANT,RN100238633,184896,EMISSIONS EVENT,2013-06-29 17:00:00+00:00,2013-06-30 03:15:00+00:00,10.25
10871,KEYSTONE GAS PLANT,RN100238633,185149,EMISSIONS EVENT,2013-07-03 04:02:00+00:00,2013-07-03 21:26:00+00:00,17.4
10876,KEYSTONE GAS PLANT,RN100238633,185154,EMISSIONS EVENT,2013-07-04 02:00:00+00:00,2013-07-04 03:20:00+00:00,1.33333333333333
10895,KEYSTONE GAS PLANT,RN100238633,185184,EMISSIONS EVENT,2013-07-05 16:09:00+00:00,2013-07-05 23:00:00+00:00,6.85
10897,KEYSTONE GAS PLANT,RN100238633,185186,EMISSIONS EVENT,2013-07-05 23:50:00+00:00,2013-07-06 03:15:00+00:00,3.41666666666667
10898,KEYSTONE GAS PLANT,RN100238633,185187,EMISSIONS EVENT,2013-07-06 00:10:00+00:00,2013-07-06 00:40:00+00:00,0.5
10906,KEYSTONE GAS PLANT,RN100238633,185195,EMISSIONS EVENT,2013-07-06 22:35:00+00:00,2013-07-07 18:52:00+00:00,20.2833333333333
10954,KEYSTONE GAS PLANT,RN100238633,185322,EMISSIONS EVENT,2013-07-09 14:52:00+00:00,2013-07-09 15:12:00+00:00,0.333333333333333
11080,KEYSTONE GAS PLANT,RN100238633,185582,EMISSIONS EVENT,2013-07-12 16:00:00+00:00,2013-07-13 00:10:00+00:00,8.16666666666667
11051,KEYSTONE GAS PLANT,RN100238633,185528,EMISSIONS EVENT,2013-07-15 16:34:00+00:00,2013-07-15 21:47:00+00:00,5.21666666666667
11049,KEYSTONE GAS PLANT,RN100238633,185525,EMISSIONS EVENT,2013-07-15 16:55:00+00:00,2013-07-16 21:40:00+00:00,28.75
11056,KEYSTONE GAS PLANT,RN100238633,185534,EMISSIONS EVENT,2013-07-15 17:11:00+00:00,2013-07-15 22:18:00+00:00,5.11666666666667
11103,KEYSTONE GAS PLANT,RN100238633,185603,EMISSIONS EVENT,2013-07-17 05:30:00+00:00,2013-07-19 03:24:00+00:00,45.9
11140,KEYSTONE GAS PLANT,RN100238633,185631,EMISSIONS EVENT,2013-07-18 01:37:00+00:00,2013-07-18 21:20:00+00:00,19.7166666666667
11297,KEYSTONE GAS PLANT,RN100238633,185777,EMISSIONS EVENT,2013-07-22 15:30:00+00:00,2013-07-23 01:39:00+00:00,10.15
11568,KEYSTONE GAS PLANT,RN100238633,186024,EMISSIONS EVENT,2013-07-26 13:30:00+00:00,2013-07-27 01:50:00+00:00,12.3333333333333
11570,KEYSTONE GAS PLANT,RN100238633,186025,EMISSIONS EVENT,2013-07-27 01:45:00+00:00,2013-07-27 02:45:00+00:00,1.0
11722,KEYSTONE GAS PLANT,RN100238633,186169,EMISSIONS EVENT,2013-07-30 17:15:00+00:00,2013-07-31 00:30:00+00:00,7.25
11801,KEYSTONE GAS PLANT,RN100238633,186235,EMISSIONS EVENT,2013-08-01 01:10:00+00:00,2013-08-01 03:40:00+00:00,2.5
11851,KEYSTONE GAS PLANT,RN100238633,186275,EMISSIONS EVENT,2013-08-02 13:45:00+00:00,2013-08-02 15:52:00+00:00,2.11666666666667
11856,KEYSTONE GAS PLANT,RN100238633,186278,EMISSIONS EVENT,2013-08-02 23:00:00+00:00,2013-08-03 12:00:00+00:00,13.0
12065,KEYSTONE GAS PLANT,RN100238633,186462,EMISSIONS EVENT,2013-08-06 19:15:00+00:00,2013-08-07 00:10:00+00:00,4.91666666666667
12071,KEYSTONE GAS PLANT,RN100238633,186465,EMISSIONS EVENT,2013-08-07 09:05:00+00:00,2013-08-07 12:10:00+00:00,3.08333333333333
12109,KEYSTONE GAS PLANT,RN100238633,186517,EMISSIONS EVENT,2013-08-07 18:15:00+00:00,2013-08-08 01:57:00+00:00,7.7
12184,KEYSTONE GAS PLANT,RN100238633,186589,EMISSIONS EVENT,2013-08-09 18:45:00+00:00,2013-08-09 23:26:00+00:00,4.68333333333333
11693,KEYSTONE GAS PLANT,RN100238633,186141,MAINTENANCE,2013-08-12 17:00:00+00:00,2013-08-17 13:00:00+00:00,116.0
12396,KEYSTONE GAS PLANT,RN100238633,186791,EMISSIONS EVENT,2013-08-14 12:50:00+00:00,2013-08-15 05:45:00+00:00,16.9166666666667
13037,KEYSTONE GAS PLANT,RN100238633,187183,EMISSIONS EVENT,2013-08-22 13:30:00+00:00,2013-08-22 20:45:00+00:00,7.25
13321,KEYSTONE GAS PLANT,RN100238633,187417,EMISSIONS EVENT,2013-08-28 15:10:00+00:00,2013-08-29 06:40:00+00:00,15.5
13313,KEYSTONE GAS PLANT,RN100238633,187410,EMISSIONS EVENT,2013-08-28 16:15:00+00:00,2013-08-29 09:50:00+00:00,17.5833333333333
13386,KEYSTONE GAS PLANT,RN100238633,187472,EMISSIONS EVENT,2013-08-29 18:20:00+00:00,2013-08-30 20:21:00+00:00,26.0166666666667
13439,KEYSTONE GAS PLANT,RN100238633,187519,EMISSIONS EVENT,2013-08-31 00:30:00+00:00,2013-08-31 04:50:00+00:00,4.33333333333333
13445,KEYSTONE GAS PLANT,RN100238633,187522,EMISSIONS EVENT,2013-09-01 15:40:00+00:00,2013-09-01 17:51:00+00:00,2.18333333333333
13448,KEYSTONE GAS PLANT,RN100238633,187524,EMISSIONS EVENT,2013-09-02 08:55:00+00:00,2013-09-02 09:10:00+00:00,0.25
13518,KEYSTONE GAS PLANT,RN100238633,187593,EMISSIONS EVENT,2013-09-03 14:21:00+00:00,2013-09-03 23:05:00+00:00,8.73333333333333
13643,KEYSTONE GAS PLANT,RN100238633,187734,EMISSIONS EVENT,2013-09-05 16:30:00+00:00,2013-09-05 22:20:00+00:00,5.83333333333333
13823,KEYSTONE GAS PLANT,RN100238633,187907,EMISSIONS EVENT,2013-09-10 17:36:00+00:00,2013-09-12 07:07:00+00:00,37.5166666666667
13819,KEYSTONE GAS PLANT,RN100238633,187899,EMISSIONS EVENT,2013-09-11 01:05:00+00:00,2013-09-11 04:50:00+00:00,3.75
13965,KEYSTONE GAS PLANT,RN100238633,188049,EMISSIONS EVENT,2013-09-13 20:50:00+00:00,2013-09-14 03:20:00+00:00,6.5
14242,KEYSTONE GAS PLANT,RN100238633,188226,EMISSIONS EVENT,2013-09-17 00:05:00+00:00,2013-09-17 07:06:00+00:00,7.01666666666667
14310,KEYSTONE GAS PLANT,RN100238633,188299,EMISSIONS EVENT,2013-09-17 23:30:00+00:00,2013-09-18 07:40:00+00:00,8.16666666666667
14353,KEYSTONE GAS PLANT,RN100238633,188334,EMISSIONS EVENT,2013-09-18 13:35:00+00:00,2013-09-18 19:36:00+00:00,6.01666666666667
14547,KEYSTONE GAS PLANT,RN100238633,188505,EMISSIONS EVENT,2013-09-21 18:30:00+00:00,2013-09-21 22:13:00+00:00,3.71666666666667
14596,KEYSTONE GAS PLANT,RN100238633,188570,EMISSIONS EVENT,2013-09-22 20:55:00+00:00,2013-09-23 02:55:00+00:00,6.0
14917,KEYSTONE GAS PLANT,RN100238633,188827,EMISSIONS EVENT,2013-09-27 23:00:00+00:00,2013-09-28 17:00:00+00:00,18.0
15087,KEYSTONE GAS PLANT,RN100238633,188983,EMISSIONS EVENT,2013-09-30 23:10:00+00:00,2013-10-01 05:10:00+00:00,6.0
15180,KEYSTONE GAS PLANT,RN100238633,189067,EMISSIONS EVENT,2013-10-02 18:54:00+00:00,2013-10-03 01:30:00+00:00,6.6
15234,KEYSTONE GAS PLANT,RN100238633,189113,EMISSIONS EVENT,2013-10-03 16:15:00+00:00,2013-10-03 17:05:00+00:00,0.833333333333333
15236,KEYSTONE GAS PLANT,RN100238633,189114,EMISSIONS EVENT,2013-10-03 20:35:00+00:00,2013-10-03 23:45:00+00:00,3.16666666666667
15274,KEYSTONE GAS PLANT,RN100238633,189146,EMISSIONS EVENT,2013-10-04 16:21:00+00:00,2013-10-04 21:14:00+00:00,4.88333333333333
15275,KEYSTONE GAS PLANT,RN100238633,189147,EMISSIONS EVENT,2013-10-04 23:30:00+00:00,2013-10-05 22:10:00+00:00,22.6666666666667
15278,KEYSTONE GAS PLANT,RN100238633,189148,EMISSIONS EVENT,2013-10-05 08:15:00+00:00,2013-10-06 23:20:00+00:00,39.0833333333333
15445,KEYSTONE GAS PLANT,RN100238633,189275,EMISSIONS EVENT,2013-10-08 13:30:00+00:00,2013-10-08 21:00:00+00:00,7.5
15481,KEYSTONE GAS PLANT,RN100238633,189308,EMISSIONS EVENT,2013-10-08 22:00:00+00:00,2013-10-09 03:35:00+00:00,5.58333333333333
